id_persona,nombre,apellido,edad,genero,ciudad,estado,ocupacion,nivel_estudios,ingreso_mensual,activo,fecha_registro
9776,Ana,Alvarez,26,F,CDMX,Aguascalientes,Estudiante,Doctorado,20924.03,true,2026-05-10
9777,Elena,Alvarez,24,M,Guadalajara,Aguascalientes,Medico,Preparatoria,4235.19,false,2026-04-28
9778,Erick,Garcia,54,M,Merida,Aguascalientes,Estudiante,Doctorado,18928.86,false,2026-03-27
9779,Carlos,Lopez,21,M,Merida,Aguascalientes,Ingeniero,Preparatoria,15028.99,true,2026-04-12
9780,Darely,Cruz,36,M,Merida,Aguascalientes,Medico,Doctorado,3741.22,true,2026-05-31
9781,Erick,Garcia,43,M,Guadalajara,Aguascalientes,Diseñador,Maestria,8930.46,false,2026-05-17
9782,Ana,Lopez,56,F,Aguascalientes,Aguascalientes,Ingeniero,Licenciatura,18586.27,true,2026-05-09
9783,Elena,Gomez,59,M,CDMX,Aguascalientes,Estudiante,Doctorado,18630.2,true,2026-03-14
9784,Ana,Hernandez,19,M,Merida,Aguascalientes,Estudiante,Doctorado,9374.38,false,2026-02-17
9785,Darely,Garcia,56,M,Merida,Aguascalientes,Medico,Licenciatura,7295.05,true,2026-03-31
9786,Ana,Gomez,42,M,CDMX,Aguascalientes,Abogado,Doctorado,17291.08,false,2026-05-20
9787,Carlos,Lopez,22,M,Guadalajara,Aguascalientes,Diseñador,Doctorado,21879.86,true,2026-04-26
9788,Carlos,Perez,50,M,Merida,Aguascalientes,Abogado,Maestria,19866.61,true,2026-05-01
9789,Erick,Perez,51,M,CDMX,Aguascalientes,Abogado,Maestria,13037.87,true,2026-03-08
9790,Elena,Hernandez,38,M,Guadalajara,Aguascalientes,Ingeniero,Doctorado,8377.05,true,2026-04-15
9791,Ana,Gomez,20,F,Monterrey,Aguascalientes,Estudiante,Maestria,22885.46,true,2026-02-16
9792,Darely,Perez,37,F,Guadalajara,Aguascalientes,Estudiante,Doctorado,6793.13,true,2026-02-14
9793,Eduardo,Gomez,44,M,Guadalajara,Aguascalientes,Estudiante,Maestria,18845.45,true,2026-05-21
9794,Luis,Perez,33,M,Monterrey,Aguascalientes,Diseñador,Licenciatura,9767.57,true,2026-02-15
9795,Erick,Garcia,26,M,CDMX,Aguascalientes,Estudiante,Doctorado,5432.17,true,2026-05-31
9796,Erick,Gomez,29,F,Monterrey,Aguascalientes,Estudiante,Preparatoria,20052.16,false,2026-03-06
9797,Luis,Martinez,27,M,Guadalajara,Aguascalientes,Ingeniero,Doctorado,15174.84,false,2026-05-06
9798,Carlos,Lopez,59,F,Monterrey,Aguascalientes,Diseñador,Preparatoria,18382.45,false,2026-02-13
9799,Erick,Gomez,54,M,Aguascalientes,Aguascalientes,Abogado,Licenciatura,20702.39,true,2026-03-19
9800,Luis,Martinez,33,F,Monterrey,Aguascalientes,Ingeniero,Doctorado,18337.66,true,2026-02-18
9801,Erick,Martinez,46,M,CDMX,Aguascalientes,Ingeniero,Doctorado,20415.48,true,2026-04-24
9802,Jose,Hernandez,59,F,Aguascalientes,Aguascalientes,Medico,Licenciatura,6769.04,true,2026-04-29
9803,Erick,Cruz,31,M,Aguascalientes,Aguascalientes,Abogado,Preparatoria,4881.06,false,2026-03-28
9804,Ana,Alvarez,19,M,Guadalajara,Aguascalientes,Estudiante,Doctorado,22016.89,true,2026-04-29
9805,Ana,Lopez,47,M,Merida,Aguascalientes,Diseñador,Licenciatura,3031.68,true,2026-03-13
9806,Maria,Gomez,47,F,CDMX,Aguascalientes,Ingeniero,Licenciatura,10908.92,true,2026-03-15
9807,Carlos,Lopez,44,F,Merida,Aguascalientes,Estudiante,Licenciatura,14834.98,true,2026-05-25
9808,Elena,Perez,50,M,CDMX,Aguascalientes,Ingeniero,Maestria,21673.75,true,2026-03-04
9809,Darely,Alvarez,41,M,CDMX,Aguascalientes,Diseñador,Preparatoria,19607.49,false,2026-05-15
9810,Eduardo,Alvarez,45,F,Monterrey,Aguascalientes,Ingeniero,Maestria,19770.8,true,2026-05-27
9811,Ana,Alvarez,47,M,Merida,Aguascalientes,Estudiante,Maestria,21259.71,true,2026-04-07
9812,Luis,Alvarez,45,M,Guadalajara,Aguascalientes,Diseñador,Licenciatura,8281.98,true,2026-05-26
9813,Darely,Lopez,46,F,Monterrey,Aguascalientes,Estudiante,Maestria,13602.22,true,2026-05-16
9814,Carlos,Martinez,45,M,Merida,Aguascalientes,Medico,Licenciatura,3989.32,true,2026-05-25
9815,Elena,Alvarez,28,M,Monterrey,Aguascalientes,Estudiante,Maestria,13598.15,true,2026-04-03
9816,Maria,Garcia,22,F,Aguascalientes,Aguascalientes,Ingeniero,Licenciatura,5024.62,true,2026-04-21
9817,Luis,Gomez,57,F,Guadalajara,Aguascalientes,Estudiante,Maestria,4875.7,true,2026-02-23
9818,Elena,Alvarez,50,M,Monterrey,Aguascalientes,Diseñador,Licenciatura,8020.43,true,2026-05-23
9819,Carlos,Hernandez,35,M,Monterrey,Aguascalientes,Diseñador,Preparatoria,22522.82,true,2026-03-01
9820,Eduardo,Garcia,32,M,Monterrey,Aguascalientes,Abogado,Licenciatura,9378.84,true,2026-03-15
9821,Ana,Gomez,24,M,CDMX,Aguascalientes,Abogado,Licenciatura,13639.89,true,2026-05-08
9822,Jose,Lopez,56,F,CDMX,Aguascalientes,Diseñador,Preparatoria,11914.93,true,2026-04-08
9823,Elena,Lopez,30,F,Monterrey,Aguascalientes,Estudiante,Doctorado,17820.81,true,2026-05-12
9824,Carlos,Garcia,46,M,CDMX,Aguascalientes,Diseñador,Doctorado,4762.77,false,2026-05-05
9825,Maria,Martinez,19,M,Merida,Aguascalientes,Ingeniero,Licenciatura,20911.48,true,2026-02-21
9826,Darely,Hernandez,48,F,Monterrey,Aguascalientes,Medico,Preparatoria,20505.99,true,2026-03-23
9827,Elena,Garcia,26,F,Guadalajara,Aguascalientes,Diseñador,Licenciatura,20681.91,false,2026-03-14
9828,Ana,Gomez,43,F,CDMX,Aguascalientes,Ingeniero,Preparatoria,10820.47,false,2026-04-12
9829,Ana,Cruz,59,F,Aguascalientes,Aguascalientes,Abogado,Doctorado,8078.18,true,2026-04-29
9830,Eduardo,Perez,28,M,Guadalajara,Aguascalientes,Medico,Maestria,20132.57,true,2026-03-23
9831,Jose,Lopez,22,F,Aguascalientes,Aguascalientes,Estudiante,Licenciatura,17071.75,true,2026-04-20
9832,Ana,Martinez,42,F,Monterrey,Aguascalientes,Medico,Licenciatura,22331.06,true,2026-05-15
9833,Elena,Gomez,38,M,CDMX,Aguascalientes,Diseñador,Licenciatura,5329.72,true,2026-05-11
9834,Carlos,Martinez,53,M,Monterrey,Aguascalientes,Ingeniero,Licenciatura,7758.5,true,2026-04-01
9835,Eduardo,Perez,26,M,Aguascalientes,Aguascalientes,Medico,Licenciatura,15210.6,false,2026-03-20
9836,Maria,Martinez,56,M,Guadalajara,Aguascalientes,Medico,Doctorado,12942.4,true,2026-03-12
9837,Jose,Perez,41,M,Guadalajara,Aguascalientes,Abogado,Preparatoria,17184.88,true,2026-02-10
9838,Jose,Cruz,59,M,Monterrey,Aguascalientes,Medico,Preparatoria,4988.65,true,2026-05-11
9839,Jose,Cruz,26,M,Aguascalientes,Aguascalientes,Ingeniero,Maestria,15415.44,true,2026-05-17
9840,Luis,Cruz,54,M,Aguascalientes,Aguascalientes,Medico,Maestria,9621.65,true,2026-03-10
9841,Luis,Lopez,57,F,Merida,Aguascalientes,Abogado,Preparatoria,20155.29,false,2026-04-09
9842,Erick,Gomez,20,F,Monterrey,Aguascalientes,Diseñador,Maestria,3180.69,true,2026-03-01
9843,Maria,Cruz,23,M,CDMX,Aguascalientes,Medico,Preparatoria,7112.99,true,2026-05-01
9844,Eduardo,Lopez,53,F,Guadalajara,Aguascalientes,Medico,Licenciatura,6588.97,true,2026-03-04
9845,Eduardo,Hernandez,20,F,Monterrey,Aguascalientes,Diseñador,Maestria,21178.11,true,2026-05-06
9846,Darely,Garcia,39,F,Monterrey,Aguascalientes,Estudiante,Licenciatura,18307.78,true,2026-03-14
9847,Eduardo,Perez,42,M,CDMX,Aguascalientes,Abogado,Preparatoria,8184.86,false,2026-05-04
9848,Erick,Alvarez,30,F,Aguascalientes,Aguascalientes,Diseñador,Maestria,17254.5,true,2026-05-24
9849,Luis,Martinez,40,F,Monterrey,Aguascalientes,Diseñador,Doctorado,20535.2,true,2026-05-06
9850,Carlos,Cruz,57,M,CDMX,Aguascalientes,Diseñador,Doctorado,22570.67,true,2026-05-29
9851,Darely,Martinez,52,F,Aguascalientes,Aguascalientes,Estudiante,Maestria,9707.62,true,2026-03-21
9852,Eduardo,Alvarez,46,M,Monterrey,Aguascalientes,Medico,Doctorado,17280.63,true,2026-03-09
9853,Darely,Gomez,58,F,Monterrey,Aguascalientes,Abogado,Doctorado,17452.46,false,2026-03-09
9854,Erick,Lopez,57,F,Merida,Aguascalientes,Ingeniero,Maestria,16850.34,true,2026-05-22
9855,Luis,Lopez,42,F,Guadalajara,Aguascalientes,Abogado,Licenciatura,18890.86,true,2026-04-23
9856,Luis,Hernandez,31,M,Aguascalientes,Aguascalientes,Estudiante,Doctorado,11996.07,true,2026-03-26
9857,Elena,Alvarez,26,M,Aguascalientes,Aguascalientes,Abogado,Maestria,19642.3,true,2026-04-29
9858,Erick,Perez,47,M,Aguascalientes,Aguascalientes,Diseñador,Maestria,12779.64,false,2026-05-31
9859,Darely,Gomez,30,F,CDMX,Aguascalientes,Ingeniero,Maestria,11867.29,true,2026-03-04
9860,Elena,Garcia,53,F,Monterrey,Aguascalientes,Ingeniero,Licenciatura,11199.12,true,2026-05-26
9861,Luis,Perez,57,M,Merida,Aguascalientes,Medico,Maestria,10525.84,true,2026-03-16
9862,Eduardo,Garcia,27,M,CDMX,Aguascalientes,Diseñador,Licenciatura,7646.08,true,2026-03-15
9863,Jose,Alvarez,41,M,CDMX,Aguascalientes,Diseñador,Doctorado,10383.17,true,2026-03-07
9864,Luis,Martinez,21,F,Monterrey,Aguascalientes,Ingeniero,Maestria,17791.57,true,2026-04-25
9865,Eduardo,Alvarez,33,F,Merida,Aguascalientes,Ingeniero,Doctorado,19431.65,true,2026-05-19
9866,Jose,Martinez,55,M,Monterrey,Aguascalientes,Ingeniero,Licenciatura,15247.29,true,2026-03-27
9867,Eduardo,Perez,20,F,Monterrey,Aguascalientes,Estudiante,Licenciatura,22223.68,false,2026-05-28
9868,Darely,Lopez,32,M,Merida,Aguascalientes,Medico,Licenciatura,9105.91,true,2026-04-03
9869,Elena,Lopez,19,M,CDMX,Aguascalientes,Medico,Preparatoria,22730.8,true,2026-04-29
9870,Elena,Hernandez,24,F,CDMX,Aguascalientes,Ingeniero,Licenciatura,15170.84,false,2026-02-08
9871,Maria,Cruz,43,M,Aguascalientes,Aguascalientes,Medico,Preparatoria,9738.42,true,2026-03-18
9872,Eduardo,Gomez,56,F,Merida,Aguascalientes,Diseñador,Doctorado,13357.77,true,2026-05-17
9873,Jose,Hernandez,21,F,Merida,Aguascalientes,Medico,Licenciatura,19892.07,true,2026-03-25
9874,Ana,Martinez,59,F,Merida,Aguascalientes,Abogado,Preparatoria,10408.04,true,2026-05-07
9875,Maria,Hernandez,56,F,Monterrey,Aguascalientes,Abogado,Doctorado,7853.61,true,2026-04-27
9876,Darely,Perez,46,M,CDMX,Aguascalientes,Diseñador,Maestria,4969.23,false,2026-04-21
9877,Darely,Gomez,37,M,Aguascalientes,Aguascalientes,Diseñador,Licenciatura,8460.69,true,2026-03-30
9878,Elena,Perez,36,F,Merida,Aguascalientes,Abogado,Maestria,11539.31,true,2026-05-19
9879,Luis,Perez,43,M,CDMX,Aguascalientes,Diseñador,Doctorado,10846.74,false,2026-04-20
9880,Jose,Lopez,37,M,Guadalajara,Aguascalientes,Estudiante,Licenciatura,4910.16,true,2026-05-26
9881,Ana,Perez,53,F,Monterrey,Aguascalientes,Diseñador,Maestria,6248.31,false,2026-03-10
9882,Maria,Perez,33,M,CDMX,Aguascalientes,Medico,Maestria,9344.23,true,2026-05-30
9883,Eduardo,Cruz,23,F,Monterrey,Aguascalientes,Abogado,Maestria,17998.67,true,2026-03-25
9884,Darely,Martinez,26,M,CDMX,Aguascalientes,Estudiante,Doctorado,9526.29,true,2026-06-02
9885,Carlos,Perez,32,M,CDMX,Aguascalientes,Medico,Doctorado,20779.62,true,2026-02-12
9886,Eduardo,Garcia,31,F,Guadalajara,Aguascalientes,Abogado,Preparatoria,22863.95,false,2026-05-02
9887,Darely,Alvarez,45,M,CDMX,Aguascalientes,Diseñador,Maestria,12372.14,true,2026-03-01
9888,Carlos,Gomez,45,F,CDMX,Aguascalientes,Abogado,Maestria,4391.4,true,2026-05-08
9889,Jose,Cruz,19,F,Monterrey,Aguascalientes,Estudiante,Maestria,19085.73,false,2026-05-18
9890,Maria,Garcia,33,M,CDMX,Aguascalientes,Medico,Preparatoria,16269.06,true,2026-03-01
9891,Carlos,Gomez,19,F,CDMX,Aguascalientes,Ingeniero,Preparatoria,10324.67,true,2026-03-05
9892,Elena,Garcia,56,F,Guadalajara,Aguascalientes,Abogado,Maestria,12341.79,true,2026-03-08
9893,Darely,Perez,26,M,CDMX,Aguascalientes,Ingeniero,Licenciatura,19774.42,true,2026-05-19
9894,Darely,Garcia,47,M,Monterrey,Aguascalientes,Diseñador,Doctorado,10717.08,true,2026-03-26
9895,Elena,Lopez,39,M,CDMX,Aguascalientes,Estudiante,Preparatoria,18117.49,true,2026-03-17
9896,Elena,Alvarez,24,M,Monterrey,Aguascalientes,Ingeniero,Licenciatura,18593.36,true,2026-02-14
9897,Elena,Alvarez,23,F,Merida,Aguascalientes,Ingeniero,Maestria,13367.88,true,2026-04-07
9898,Ana,Hernandez,38,F,Aguascalientes,Aguascalientes,Estudiante,Licenciatura,11054.23,true,2026-03-10
9899,Maria,Martinez,58,M,Merida,Aguascalientes,Abogado,Maestria,19293.73,true,2026-04-14
9900,Eduardo,Martinez,38,M,Aguascalientes,Aguascalientes,Ingeniero,Licenciatura,18818.3,true,2026-03-01
9901,Jose,Cruz,18,M,Monterrey,Aguascalientes,Medico,Licenciatura,9702,true,2026-04-11
9902,Carlos,Martinez,47,M,Merida,Aguascalientes,Abogado,Maestria,11910.56,true,2026-06-02
9903,Ana,Cruz,23,M,Merida,Aguascalientes,Estudiante,Preparatoria,13233.5,false,2026-04-04
9904,Erick,Perez,35,M,Aguascalientes,Aguascalientes,Medico,Maestria,17777.47,true,2026-05-13
9905,Carlos,Hernandez,53,F,CDMX,Aguascalientes,Estudiante,Maestria,10249.39,true,2026-05-28
9906,Jose,Cruz,39,M,Guadalajara,Aguascalientes,Estudiante,Licenciatura,19951.77,true,2026-05-17
9907,Elena,Garcia,25,M,CDMX,Aguascalientes,Ingeniero,Maestria,9896.49,false,2026-05-21
9908,Darely,Perez,30,F,CDMX,Aguascalientes,Diseñador,Maestria,17427.7,true,2026-02-19
9909,Erick,Alvarez,38,M,Monterrey,Aguascalientes,Medico,Doctorado,8431.19,true,2026-02-16
9910,Ana,Lopez,24,M,CDMX,Aguascalientes,Estudiante,Preparatoria,12111.46,true,2026-05-28
9911,Jose,Garcia,50,F,Guadalajara,Aguascalientes,Estudiante,Preparatoria,14436.29,true,2026-02-14
9912,Jose,Hernandez,46,M,CDMX,Aguascalientes,Abogado,Licenciatura,18079.25,true,2026-05-19
9913,Darely,Alvarez,31,M,Merida,Aguascalientes,Estudiante,Licenciatura,11899.67,true,2026-05-15
9914,Luis,Garcia,34,M,CDMX,Aguascalientes,Medico,Maestria,13059.85,true,2026-05-03
9915,Ana,Martinez,24,F,Monterrey,Aguascalientes,Abogado,Preparatoria,16544.44,true,2026-05-28
9916,Darely,Gomez,34,M,Guadalajara,Aguascalientes,Ingeniero,Maestria,13920.82,true,2026-03-01
9917,Maria,Cruz,38,M,CDMX,Aguascalientes,Ingeniero,Maestria,16102.25,true,2026-03-12
9918,Ana,Martinez,49,F,Merida,Aguascalientes,Ingeniero,Doctorado,6931.44,true,2026-02-10
9919,Maria,Garcia,60,M,CDMX,Aguascalientes,Ingeniero,Licenciatura,5185.19,true,2026-05-30
9920,Elena,Cruz,55,F,Merida,Aguascalientes,Estudiante,Preparatoria,12985.17,false,2026-05-18
9921,Maria,Lopez,56,M,Monterrey,Aguascalientes,Diseñador,Maestria,6889.87,false,2026-05-09
9922,Erick,Martinez,41,M,CDMX,Aguascalientes,Diseñador,Licenciatura,9663.48,true,2026-05-23
9923,Luis,Garcia,24,M,Merida,Aguascalientes,Estudiante,Preparatoria,12045.5,true,2026-05-27
9924,Erick,Lopez,31,M,Aguascalientes,Aguascalientes,Diseñador,Preparatoria,12468,true,2026-05-25
9925,Eduardo,Lopez,60,M,Aguascalientes,Aguascalientes,Abogado,Preparatoria,4457.72,false,2026-02-28
9926,Erick,Alvarez,18,F,Monterrey,Aguascalientes,Abogado,Preparatoria,6005.35,true,2026-04-11
9927,Darely,Cruz,51,F,Aguascalientes,Aguascalientes,Estudiante,Preparatoria,10503.39,true,2026-03-21
9928,Maria,Alvarez,55,F,Monterrey,Aguascalientes,Ingeniero,Doctorado,6631.31,true,2026-04-30
9929,Darely,Perez,56,F,Merida,Aguascalientes,Estudiante,Preparatoria,22124.58,false,2026-02-22
9930,Erick,Perez,35,F,Monterrey,Aguascalientes,Estudiante,Maestria,7100.84,false,2026-04-01
9931,Erick,Lopez,58,F,Monterrey,Aguascalientes,Diseñador,Doctorado,13492.01,true,2026-05-05
9932,Maria,Garcia,20,F,CDMX,Aguascalientes,Ingeniero,Preparatoria,16016.3,false,2026-03-31
9933,Eduardo,Garcia,44,M,Guadalajara,Aguascalientes,Medico,Licenciatura,18406.92,false,2026-03-24
9934,Darely,Perez,25,M,Guadalajara,Aguascalientes,Ingeniero,Doctorado,16479.7,true,2026-02-21
9935,Ana,Cruz,59,M,CDMX,Aguascalientes,Diseñador,Licenciatura,17842.35,true,2026-05-11
9936,Maria,Alvarez,40,F,Merida,Aguascalientes,Abogado,Maestria,3864.85,false,2026-03-11
9937,Eduardo,Alvarez,43,F,Guadalajara,Aguascalientes,Diseñador,Licenciatura,3383.51,true,2026-05-11
9938,Eduardo,Perez,25,M,Guadalajara,Aguascalientes,Diseñador,Maestria,19991.15,true,2026-03-26
9939,Luis,Lopez,45,F,Guadalajara,Aguascalientes,Medico,Preparatoria,22207.59,true,2026-04-21
9940,Maria,Hernandez,24,F,Aguascalientes,Aguascalientes,Abogado,Preparatoria,18213.12,true,2026-06-02
9941,Maria,Garcia,29,M,CDMX,Aguascalientes,Diseñador,Maestria,3899.02,true,2026-02-11
9942,Carlos,Alvarez,60,M,Merida,Aguascalientes,Abogado,Maestria,19598.03,true,2026-04-10
9943,Erick,Alvarez,29,F,Monterrey,Aguascalientes,Diseñador,Maestria,18877.4,true,2026-04-24
9944,Elena,Lopez,46,M,Monterrey,Aguascalientes,Estudiante,Doctorado,20463.11,true,2026-03-24
9945,Eduardo,Hernandez,43,F,Merida,Aguascalientes,Abogado,Maestria,6551.23,true,2026-03-04
9946,Erick,Martinez,47,F,Merida,Aguascalientes,Diseñador,Maestria,20293.34,false,2026-02-09
9947,Maria,Lopez,38,F,Guadalajara,Aguascalientes,Ingeniero,Preparatoria,9175.66,true,2026-04-27
9948,Eduardo,Gomez,40,F,Merida,Aguascalientes,Abogado,Preparatoria,18369.8,true,2026-02-18
9949,Elena,Hernandez,54,F,Merida,Aguascalientes,Medico,Licenciatura,10595.82,true,2026-06-02
9950,Elena,Cruz,46,F,CDMX,Aguascalientes,Ingeniero,Doctorado,6363.46,true,2026-02-13
9951,Darely,Gomez,40,M,Guadalajara,Aguascalientes,Diseñador,Maestria,7350.05,true,2026-04-25
9952,Ana,Perez,28,F,Aguascalientes,Aguascalientes,Diseñador,Doctorado,17377.86,false,2026-04-10
9953,Carlos,Alvarez,44,F,Guadalajara,Aguascalientes,Estudiante,Doctorado,18150.85,true,2026-04-29
9954,Darely,Hernandez,41,M,Merida,Aguascalientes,Diseñador,Preparatoria,8766.87,true,2026-03-22
9955,Erick,Martinez,32,F,Guadalajara,Aguascalientes,Abogado,Maestria,10249.27,true,2026-03-24
9956,Eduardo,Perez,29,F,Monterrey,Aguascalientes,Estudiante,Doctorado,7609.38,true,2026-05-14
9957,Ana,Garcia,25,M,Guadalajara,Aguascalientes,Abogado,Doctorado,7314.45,false,2026-06-01
9958,Eduardo,Alvarez,46,M,Aguascalientes,Aguascalientes,Diseñador,Maestria,16809.82,true,2026-04-26
9959,Luis,Lopez,20,F,Merida,Aguascalientes,Medico,Licenciatura,6513.94,false,2026-03-14
9960,Darely,Lopez,51,M,Aguascalientes,Aguascalientes,Medico,Maestria,21468,true,2026-03-15
9961,Eduardo,Cruz,57,F,CDMX,Aguascalientes,Medico,Preparatoria,19395.69,true,2026-04-04
9962,Darely,Martinez,57,M,Merida,Aguascalientes,Estudiante,Doctorado,5488.23,true,2026-02-17
9963,Luis,Gomez,19,M,Monterrey,Aguascalientes,Medico,Doctorado,20445.84,false,2026-03-13
9964,Eduardo,Martinez,49,F,CDMX,Aguascalientes,Abogado,Licenciatura,17882.58,true,2026-02-21
9965,Luis,Cruz,57,F,Merida,Aguascalientes,Ingeniero,Preparatoria,20521.23,true,2026-02-13
9966,Darely,Lopez,57,F,Guadalajara,Aguascalientes,Ingeniero,Licenciatura,11524.28,true,2026-05-16
9967,Erick,Gomez,53,M,CDMX,Aguascalientes,Abogado,Maestria,3013.34,true,2026-03-08
9968,Maria,Gomez,41,M,Monterrey,Aguascalientes,Medico,Doctorado,13410.32,true,2026-03-24
9969,Maria,Perez,43,F,Monterrey,Aguascalientes,Estudiante,Preparatoria,16269.11,true,2026-05-01
9970,Jose,Hernandez,55,F,Monterrey,Aguascalientes,Diseñador,Licenciatura,6752.57,true,2026-02-20
9971,Elena,Hernandez,19,F,CDMX,Aguascalientes,Medico,Preparatoria,14133.35,true,2026-04-01
9972,Ana,Gomez,29,F,CDMX,Aguascalientes,Medico,Licenciatura,11955.87,true,2026-03-22
9973,Erick,Gomez,36,F,CDMX,Aguascalientes,Ingeniero,Preparatoria,7242.44,true,2026-04-07
9974,Jose,Garcia,51,M,CDMX,Aguascalientes,Abogado,Doctorado,17954.81,true,2026-03-21
9975,Eduardo,Cruz,51,F,Merida,Aguascalientes,Abogado,Preparatoria,3095.33,true,2026-02-12
9976,Luis,Gomez,36,F,Monterrey,Aguascalientes,Estudiante,Doctorado,22085.98,false,2026-03-31
9977,Erick,Gomez,45,M,Monterrey,Aguascalientes,Abogado,Maestria,12119.08,false,2026-03-10
9978,Carlos,Alvarez,54,M,CDMX,Aguascalientes,Estudiante,Maestria,9173.07,true,2026-02-12
9979,Luis,Gomez,25,M,Guadalajara,Aguascalientes,Diseñador,Licenciatura,21406.38,true,2026-06-01
9980,Erick,Lopez,28,M,Monterrey,Aguascalientes,Ingeniero,Preparatoria,10744.88,true,2026-05-18
9981,Ana,Gomez,51,M,Monterrey,Aguascalientes,Ingeniero,Licenciatura,4456.05,true,2026-05-04
9982,Jose,Alvarez,50,M,Merida,Aguascalientes,Estudiante,Maestria,14952.08,true,2026-05-13
9983,Jose,Alvarez,18,F,Merida,Aguascalientes,Ingeniero,Maestria,9220.09,true,2026-05-20
9984,Jose,Alvarez,34,M,Guadalajara,Aguascalientes,Ingeniero,Doctorado,5837.74,true,2026-02-19
9985,Maria,Lopez,33,M,Aguascalientes,Aguascalientes,Abogado,Preparatoria,21534.95,false,2026-03-03
9986,Darely,Perez,41,F,Guadalajara,Aguascalientes,Abogado,Doctorado,22765.89,true,2026-04-23
9987,Carlos,Cruz,53,M,CDMX,Aguascalientes,Estudiante,Doctorado,19896.14,true,2026-03-28
9988,Darely,Alvarez,41,M,Aguascalientes,Aguascalientes,Estudiante,Doctorado,11035.38,true,2026-05-14
9989,Luis,Lopez,54,M,Aguascalientes,Aguascalientes,Ingeniero,Licenciatura,6459.36,false,2026-04-24
9990,Maria,Gomez,54,M,Guadalajara,Aguascalientes,Ingeniero,Preparatoria,9593.85,false,2026-03-19
9991,Ana,Martinez,23,F,Merida,Aguascalientes,Abogado,Maestria,3736.24,true,2026-05-22
9992,Eduardo,Gomez,51,M,Monterrey,Aguascalientes,Diseñador,Maestria,19564.09,true,2026-02-20
9993,Elena,Martinez,54,F,Aguascalientes,Aguascalientes,Ingeniero,Maestria,18608.22,true,2026-03-18
9994,Jose,Perez,46,F,Aguascalientes,Aguascalientes,Ingeniero,Licenciatura,17129.01,true,2026-03-28
9995,Jose,Garcia,58,M,Guadalajara,Aguascalientes,Estudiante,Preparatoria,12500.01,true,2026-03-04
9996,Maria,Garcia,26,F,Monterrey,Aguascalientes,Diseñador,Doctorado,17238.26,true,2026-04-23
9997,Darely,Cruz,29,M,Monterrey,Aguascalientes,Abogado,Doctorado,14218.78,true,2026-03-15
9998,Luis,Lopez,60,F,Monterrey,Aguascalientes,Diseñador,Doctorado,7809.17,true,2026-03-29
9999,Elena,Perez,48,F,Aguascalientes,Aguascalientes,Estudiante,Maestria,11455.7,true,2026-04-18
10000,Eduardo,Garcia,52,M,Merida,Aguascalientes,Medico,Licenciatura,6627.69,true,2026-05-17
10001,Darely,Lopez,18,F,Merida,Aguascalientes,Ingeniero,Preparatoria,8448.64,true,2026-03-15
10002,Ana,Alvarez,53,F,CDMX,Aguascalientes,Diseñador,Doctorado,13679.98,true,2026-05-04
10003,Erick,Perez,36,F,Monterrey,Aguascalientes,Ingeniero,Doctorado,14165.93,true,2026-03-03
10004,Darely,Gomez,48,F,Monterrey,Aguascalientes,Ingeniero,Preparatoria,18980.04,true,2026-04-17
10005,Erick,Cruz,57,F,Aguascalientes,Aguascalientes,Abogado,Preparatoria,21477.96,true,2026-03-01
10006,Darely,Hernandez,28,F,CDMX,Aguascalientes,Medico,Licenciatura,11807.48,true,2026-03-26
10007,Luis,Perez,60,F,Guadalajara,Aguascalientes,Diseñador,Preparatoria,6192.27,true,2026-04-21
10008,Ana,Lopez,47,F,Aguascalientes,Aguascalientes,Abogado,Maestria,13420.77,true,2026-04-02
10009,Ana,Gomez,60,F,Merida,Aguascalientes,Abogado,Doctorado,22142.42,true,2026-05-01
10010,Ana,Cruz,24,M,Guadalajara,Aguascalientes,Abogado,Preparatoria,12327.08,true,2026-05-09
10011,Elena,Martinez,46,F,Monterrey,Aguascalientes,Diseñador,Doctorado,21160.24,true,2026-06-02
10012,Erick,Gomez,49,F,Aguascalientes,Aguascalientes,Abogado,Maestria,12358.57,true,2026-05-25
10013,Darely,Garcia,24,F,CDMX,Aguascalientes,Ingeniero,Maestria,5224.17,true,2026-04-25
10014,Eduardo,Cruz,29,M,CDMX,Aguascalientes,Diseñador,Licenciatura,17739.67,true,2026-05-19
10015,Jose,Lopez,37,M,Aguascalientes,Aguascalientes,Medico,Doctorado,12382.84,true,2026-05-04
10016,Ana,Lopez,25,M,Merida,Aguascalientes,Medico,Preparatoria,12272.85,true,2026-05-04
10017,Eduardo,Garcia,52,M,Guadalajara,Aguascalientes,Estudiante,Maestria,21564.74,true,2026-03-06
10018,Maria,Lopez,52,F,Monterrey,Aguascalientes,Medico,Doctorado,6934.73,true,2026-02-22
10019,Eduardo,Hernandez,41,M,Aguascalientes,Aguascalientes,Estudiante,Licenciatura,6203.59,true,2026-03-14
10020,Elena,Hernandez,34,M,CDMX,Aguascalientes,Estudiante,Doctorado,11894.76,true,2026-03-02
10021,Elena,Lopez,41,M,CDMX,Aguascalientes,Ingeniero,Preparatoria,10214.68,true,2026-02-14
10022,Maria,Gomez,41,F,CDMX,Aguascalientes,Diseñador,Licenciatura,12391.28,true,2026-03-14
10023,Maria,Cruz,42,F,Monterrey,Aguascalientes,Medico,Licenciatura,3840.98,false,2026-06-03
